customer_id,last_name,first_name,middle_name,phone_number,birth_dt,address
7751030,Ефремов,Фёдор,Эмирович,877217,"02.03.1941",Вологда
7757457,Петров,Кирилл,Олегович,866866,23.12.1976,Рязань
7760533,Семенова,Арина,Фёдоровна,871163,28.06.1998,Комсомольск-на-Амуре
7776169,Карташов,Леонид,Семёнович,850108,26.11.1976,Курган
7783672,Сергеев,Денис,Александрович,826216,11.08.2001,Ленинск-Кузнецкий
7796294,Суворов,Никита,Адамович,878748,17.01.1953,Хасавюрт
7803392,Фирсов,Вячеслав,Георгиевич,891345,26.01.1987,Березовский (Свердловская область)
7830975,Зверев,Даниил,Фёдорович,857414,18.02.1944,Магадан
7862603,Борисова,Екатерина,Максимовна,895596,"24.08.1950",Гатчина
7864358,Николаев,Максим,Леонидович,802959,29.07.1991,Белогорск (Амурская область)
7946166,Старикова,Ангелина,Васильевна,829271,"05.03.1942",Орехово-Зуево
7946810,Виноградов,Артём,Дмитриевич,800325,"01.05.1940",Тихорецк
7964933,Носкова,Фатима,Георгиевна,884126,31.01.1952,Ступино
8016267,Фокин,Дмитрий,Родионович,854965,27.08.1985,Новокуйбышевск
8042250,Щербаков,Родион,Никитич,838597,24.02.1942,Дубна
8064579,Макеева,Вера,Артёмовна,850748,"07.02.1973",Северск
8112662,Голиков,Александр,Максимович,814646,"05.11.2000",Пермь
8131696,Трофимова,Арина,Дмитриевна,832849,"09.12.1942",Арзамас
8157735,Михайлов,Матвей,Иванович,872749,21.02.1961,Волгодонск
8172912,Смирнов,Никита,Арсентьевич,816824,22.09.1996,Курск
8175869,Софронова,Алиса,Максимовна,805469,27.12.2001,Феодосия
8190145,Терехова,Ульяна,Андреевна,825690,15.01.1968,Астрахань
8195073,Вавилов,Григорий,Максимович,851333,14.03.1976,Новомосковск
8211030,Алексеев,Александр,Макарович,800773,"01.03.1992",Асбест
8264228,Баранов,Святослав,Даниэльевич,897369,28.08.1963,Октябрьский
8283210,Баранов,Илья,Михайлович,841885,"03.09.1972",Севастополь
8291592,Семенова,София,Никитична,800330,16.03.1952,Саров
8294970,Щукин,Павел,Глебович,831878,"25.04.2000",Троицк
8317488,Некрасова,Полина,Сергеевна,848299,"07.07.1957",Благовещенск (Амурская область)
8334540,Чернова,Ника,Матвеевна,861852,"07.04.1977",Ухта
8343389,Тарасов,Максим,Георгиевич,898818,28.12.1942,Томск
8376874,Минин,Павел,Артёмович,899903,18.10.1999,Ивантеевка
8433372,Моисеева,Арина,Максимовна,853484,12.11.1969,Чебоксары
8442096,Козлова,Стефания,Платоновна,864609,12.05.1965,Краснокамск
8475573,Смирнова,Полина,Алексеевна,874583,14.06.1968,Казань
8494844,Котов,Евгений,Владимирович,806119,18.04.1959,Муром
8506018,Сорокин,Ибрагим,Арсентьевич,871510,26.12.1965,Клин
8513493,Голованова,Таисия,Матвеевна,815999,"04.08.1982",Каменск-Уральский
8542490,Гончаров,Константин,Тимофеевич,839466,31.12.1949,Дмитров
8545580,Маслов,Григорий,Михайлович,889288,30.11.1982,Белово
8552253,Ефимова,Элина,Александровна,840377,19.09.1975,Старый Оскол
8568720,Королева,Полина,Никитична,854027,22.03.1994,Новосибирск
8591362,Мельникова,Сафия,Марковна,841792,19.09.1974,Череповец
8596601,Максимов,Руслан,Юрьевич,886563,31.10.1973,Зеленогорск
8628476,Матвеев,Алексей,Романович,812213,19.07.1972,Реутов
8647292,Климова,Мария,Ярославовна,887988,11.03.1959,Черемхово
8686227,Хохлов,Георгий,Владиславович,851932,"04.12.1986",Жуковский
8701726,Гришин,Роман,Даниилович,848882,24.09.1991,Гуково
8731299,Рябов,Михаил,Львович,820874,20.08.1981,Геленджик
8760454,Андрианова,Алина,Львовна,861127,"09.10.1960",Бердск
8765352,Алексеев,Филипп,Денисович,898705,16.10.1962,Прохладный
8788924,Соловьева,Валерия,Максимовна,846622,25.09.1995,Чита
8790076,Зверева,Ксения,Тимофеевна,880098,17.02.1996,Шадринск
8793286,Кузнецов,Роман,Максимович,885172,10.05.1983,Серов
8828130,Яковлева,Варвара,Тимофеевна,824234,11.04.1989,Чапаевск
8852823,Тихомирова,Полина,Кирилловна,841196,26.03.1978,Орел
8857342,Климов,Кирилл,Матвеевич,823644,"25.05.1960",Павловский Посад
8860090,Лыков,Тимофей,Даниилович,838245,"18.08.1970",Грозный
8887959,Филатова,Валерия,Борисовна,829581,15.03.1968,Чехов
8903079,Софронова,Дарья,Ильинична,879387,"07.02.1989",Соликамск
8912688,Головина,Майя,Андреевна,827781,"09.02.1982",Россошь
8919009,Котова,Александра,Александровна,868199,23.07.1977,Киров (Кировская область)
8929248,Петров,Иван,Александрович,868820,"07.04.1968",Бор
8940788,Троицкая,Вероника,Владиславовна,826777,11.05.1971,Волжск
8966871,Соколов,Артём,Дмитриевич,814064,10.11.1975,Ялта
8979408,Голубева,Ева,Романовна,820419,25.06.1993,Балашиха
8987261,Соколов,Тихон,Львович,891657,25.01.2003,Ханты-Мансийск
9000964,Уткин,Владислав,Степанович,841763,"02.06.1962",Находка
9020769,Беляев,Даниил,Дмитриевич,841176,"01.06.1966",Тюмень
9022356,Быков,Михаил,Ярославович,805094,"02.07.1980",Химки
9058381,Соколов,Юрий,Максимович,875430,25.06.1948,Вязьма
9090105,Орлов,Иван,Алиевич,807224,"09.02.1982",Ейск
9156396,Зубков,Николай,Артурович,847554,13.08.1943,Липецк
9156814,Дубровина,Елизавета,Александровна,860021,16.08.2003,Белорецк
9168167,Кузнецов,Артём,Александрович,891581,15.07.1994,Чайковский
9171069,Семенова,Есения,Григорьевна,811811,"06.03.1956",Домодедово
9266330,Алексеев,Михаил,Даниилович,839194,10.08.1946,Таганрог
9279399,Петров,Святослав,Максимович,869455,"03.02.1984",Энгельс
9358854,Фадеева,Александра,Родионовна,887788,19.04.1957,Ачинск
9399964,Комиссаров,Лев,Даниилович,818919,23.01.1963,Глазов
9404247,Иванова,Варвара,Владимировна,834112,16.09.1992,Хабаровск
9420024,Терентьева,Мария,Артёмовна,894874,27.02.1973,Саранск
9444547,Соколова,Мария,Александровна,839257,19.01.1964,Егорьевск
9450891,Короткова,София,Игоревна,833679,26.04.1957,Новоуральск
9481903,Иванов,Иван,Арсентьевич,868666,24.10.1975,Ульяновск
9484200,Титова,Элина,Антоновна,858883,"06.11.1943",Гусь-Хрустальный
9498683,Игнатов,Тимур,Александрович,817730,"08.06.1950",Бузулук
9511373,Седова,Мирослава,Александровна,826333,"08.08.2000",Новороссийск
9517861,Семенова,Валерия,Артёмовна,823228,"03.09.1967",Арзамас
9525027,Антипова,Софья,Максимовна,821944,"05.08.2000",Севастополь
9530444,Савельева,Агата,Макаровна,862343,"09.11.1993",Краснокаменск
9552296,Михайлова,Валентина,Захаровна,875069,"05.03.1998",Астрахань
9565866,Фадеева,Кристина,Александровна,827340,"11.05.1940",Алексин
9568232,Беляева,Ульяна,Михайловна,850089,"19.03.1970",Элиста
9586314,Пирогова,Мария,Георгиевна,802330,"01.01.1940",Славянск-на-Кубани
9589575,Марков,Тимофей,Антонович,809545,27.08.1962,Серов
9599952,Денисова,Таисия,Руслановна,883759,"04.06.1976",Междуреченск
9603222,Лапшина,Полина,Матвеевна,801104,27.02.1999,Екатеринбург
9622792,Воронов,Илья,Дмитриевич,843545,"06.02.1951",Белорецк
9629081,Матвеев,Михаил,Фёдорович,851737,"02.02.1972",Улан-Удэ
9671215,Латышева,Каролина,Никитична,893558,12.04.1989,Химки
9685194,Васильева,Виктория,Егоровна,814128,20.02.1992,Норильск
9700458,Назарова,Виктория,Романовна,845882,12.10.1964,Нерюнгри
9767097,Яковлев,Никита,Всеволодович,829362,29.03.1958,Якутск
9785684,Белякова,Анастасия,Данииловна,827010,19.06.1946,Ижевск
9841596,Данилов,Марк,Егорович,884068,"07.05.1953",Шуя
9841663,Колесников,Савелий,Всеволодович,885860,16.11.1993,Орск
9849164,Пименов,Всеволод,Маркович,820460,"07.12.1962",Нижнекамск
9851599,Полякова,Ксения,Романовна,898467,"14.07.1980",Тольятти
9858259,Наумова,София,Марковна,879097,"02.10.1995",Прокопьевск
9859117,Суворова,Вероника,Владиславовна,833743,10.06.1942,Крымск
9863167,Блохина,Анна,Ильинична,821446,21.04.2002,Губкин
9871721,Гусев,Давид,Семёнович,831637,11.06.1988,Воскресенск
9941395,Федорова,Виктория,Антоновна,848470,13.07.1996,Тихвин
9949746,Горбунов,Георгий,Артёмович,808154,17.02.2001,Магнитогорск
9955675,Иванова,Лейла,Данииловна,899862,"04.11.1947",Владивосток
9963256,Федоров,Илья,Дмитриевич,814294,13.02.1967,Батайск
9963365,Воронин,Владимир,Максимович,877129,24.09.1972,Великие Луки
9970004,Иванова,Вероника,Ивановна,863942,"01.08.1950",Боровичи
9978715,Еремина,Арина,Михайловна,813434,"03.02.1988",Троицк
9983236,Николаев,Алексей,Тимофеевич,820237,"09.01.1966",Буйнакск
9986695,Наумова,Мелисса,Степановна,857582,"27.06.1950",Нефтекамск
"","","","","","",""
